"sep=;"
post_name;post_title;post_status;post_content;post_excerpt;post_author;post_parent;post_date;comment_status;ping_status;post_image;ait-items;ait-locations;featuredItem;headerImage;address;latitude;longitude;streetview;telephone;telephoneAdditional@number;email;showEmail;contactOwnerBtn;web;webLinkLabel;displayOpeningHours;openingHoursMonday;openingHoursTuesday;openingHoursWednesday;openingHoursThursday;openingHoursFriday;openingHoursSaturday;openingHoursSunday;openingHoursNote;displaySocialIcons;socialIconsOpenInNewWindow;socialIcons@image;socialIcons@icon;socialIcons@iconColor;socialIcons@link;displayGallery;gallery@title;gallery@image;displayFeatures;features@icon;features@text;features@desc
nouvelle-clinique-lafayette;"Nouvelle clinique lafayette";publish;"<h2 class=""y4vuei-3 cBtaUV"">Nouvelle clinique lafayette</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;tunis-fr|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"42 Avenue Liberté Hedi Chaker 1002 Tunis Tunisie";36.815449845127;10.17916236274;;"+216 71.842.865";;;;1;" ";;;;;;;;;;;1;1;;;;;1;;https://www.med.tn/img/clinic.jpg;1;;;
clinique-el-menzah;"CLINIQUE EL MENZAH";publish;"<h2 class=""y4vuei-3 cBtaUV"">CLINIQUE EL MENZAH</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;tunis-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"1  Rue Apollo 111082 Cite El Mahrajene El Menzah Tunis  Tunisie ";0.00026949458523586;7.1865222729562E-5;;"+216 +216 71841522";;;;1;http://www.cliniqueelmenzah.com;;;;;;;;;;;1;1;;;;;;;;;;;
clinique-la-liberte;"Clinique la libertÉ";publish;"<h2 class=""y4vuei-3 cBtaUV"">Clinique la libertÉ</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;tunis-fr|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"134  Avenue de la Liberté Hedi Chaker 1002 Tunis Tunisie";36.813349411432;10.177403076874;;"+216 71.800.288";;;;1;" ";;;;;;;;;;;1;1;;;;;1;;https://www.med.tn/img/clinic.jpg;1;;;
nouvelle-clinique-du-parc;"NOUVELLE CLINIQUE DU PARC";publish;"<h2 class=""y4vuei-3 cBtaUV"">NOUVELLE CLINIQUE DU PARC</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;tunis-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"13 bis  Rue Hooker Doolittle1002 Tunis Belvédère El Menzah Tunis  Tunisie ";0.00022457882102988;7.1865222729562E-5;;"+216 71797700";;;;1;http://www.nouvellecliniqueduparc.com;;;;;;;;;;;1;1;;;;;;;;;;;
clinique-el-amen-tunis;"CLINIQUE EL AMEN TUNIS";publish;"<h2 class=""y4vuei-3 cBtaUV"">CLINIQUE EL AMEN TUNIS</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;tunis-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"20 Rue Aziza Othmana1082 Mutuelle Ville El Menzah Tunis  Tunisie ";7.1865222729562E-5;0.00015271359830032;;"+216 71791533";;;;1;http://www.clinique-elamen.com;;;;;;;;;;;1;;;;;;;;;;;;
clinique-dophtalmologie-de-tunis;"Clinique d`ophtalmologie de tunis";publish;"<h2 class=""y4vuei-3 cBtaUV"">Clinique d`ophtalmologie de tunis</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;tunis-fr|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"Route x2 Cite El Khadra 1003 Tunis Tunisie";36.8358669;10.174934;;"+216 71.791.500";;;;1;" ";;;;;;;;;;;1;1;;;;;1;;https://www.med.tn/img/clinic.jpg;1;;;
clinique-les-jardins;"CLINIQUE LES JARDINS";publish;"<h2 class=""y4vuei-3 cBtaUV"">CLINIQUE LES JARDINS</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;tunis-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"5  Rue Hazem1002 Tunis Belvédère El Menzah Tunis  Tunisie ";0.00020661251534749;0.00023356197387108;;"+216 71784440";;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
clinique-saint-augustin;"CLINIQUE SAINT AUGUSTIN";publish;"<h2 class=""y4vuei-3 cBtaUV"">CLINIQUE SAINT AUGUSTIN</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;tunis-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"17  Rue Abou Hanifa1082 Mutuelle Ville El Menzah Tunis  Tunisie ";0.00021559566818869;0.00024254512671227;;"+216 71783033, 71791093";;;;1;http://www.clinique-saint-augustin.com;;;;;;;;;;;1;1;;;;;;;;;;;
polyclinique-el-farabi;"POLYCLINIQUE EL FARABI";publish;"<h2 class=""y4vuei-3 cBtaUV"">POLYCLINIQUE EL FARABI</h2>Clinique Pluridisciplinaire La polyclinique EL FARABI est un ensemble hospitalier privé pluridisciplinaire  couvrant aussi la chirurgie esthétique.";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;tunis-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"RUE CHEIKH MOHAMED ZAGHOUANI MENZAH 6 1004 Tunis";0.00023356197387108;0.00022457882102988;;"+216 71 750 448";;;;1;http://www.elfarabi.com.tn;;;;;;;;;;;1;1;;;;;;;;;;;
clinique-sidi-salah;"CLINIQUE SIDI SALAH";publish;"<h2 class=""y4vuei-3 cBtaUV"">CLINIQUE SIDI SALAH</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;tunis-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"5  Rue Amilcar Cite El Wifek2070 La Marsa La Marsa Tunis  Tunisie ";0.00013474729261793;0.00017067990398271;;"+216 71740268, 71740140";;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
clinique-chifaa;"CLINIQUE CHIFAA";publish;"<h2 class=""y4vuei-3 cBtaUV"">CLINIQUE CHIFAA</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;tunis-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"Boulevard  7 nouvembre khaznadar2017 Khaznadar Le Bardo Tunis  Tunisie ";8.0848375570757E-5;8.0848375570757E-5;;"+216 71509688, 71580200";;;;1;;;;;;;;;;;;1;1;;;;;;;;;;;
clinique-omar-de-reeducation-fonctionnelle;"Clinique omar de reeducation fonctionnelle";publish;"<h2 class=""y4vuei-3 cBtaUV"">Clinique omar de reeducation fonctionnelle</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;sfax-fr|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"Route d`El Aïn Km9 Sfax Ville 3000 Sfax Tunisie";34.7652699;10.7118537;;"+216 74.650.709";;;;1;" ";;;;;;;;;;;1;1;;;;;1;;https://www.med.tn/img/clinic.jpg;1;;;
clinique-elalya;"Clinique elalya";publish;"<h2 class=""y4vuei-3 cBtaUV"">Clinique elalya</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;sfax-fr|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"Route El Aïn Km2 Sfax Tunisie Merkez El Alia 3051 Sfax Tunisie";34.747142;10.7385873;;"+216 74.462.000";;;;1;" ";;;;;;;;;;;1;1;;;;;1;;https://www.med.tn/img/clinic.jpg;1;;;
clinique-ennour;"CLINIQUE ENNOUR";publish;"<h2 class=""y4vuei-3 cBtaUV"">CLINIQUE ENNOUR</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;sfax-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"Route de Gabès boulevard de l`environnement km 1.53003   Sfax  Tunisie ";0.00023356197387108;2.6949458523586E-5;;"+216 74451000";;;;1;http://www.polyclinique-ennour.com;;;;;;;;;;;1;1;;;;;;;;;;;
clinique-sfax-el-medina;"CLINIQUE SFAX EL MEDINA";publish;"<h2 class=""y4vuei-3 cBtaUV"">CLINIQUE SFAX EL MEDINA</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;sfax-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"Avenue de la liberté  rue Ahmed Aloulou3027  Sfax Ville Sfax  Tunisie ";0.00015271359830032;8.9831528411952E-6;;"+216 74416000";;;;1;http://www.polyclinique-medina.com;;;;;;;;;;;1;1;;;;;;;;;;;
clinique-essalama-sfax;"CLINIQUE ESSALAMA SFAX";publish;"<h2 class=""y4vuei-3 cBtaUV"">CLINIQUE ESSALAMA SFAX</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;sfax-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"Avenue des Martyrs Place Beb Eljebli3003   Sfax  Tunisie ";0.00013474729261793;0.00015271359830032;;"+216 74407474";;;;1;http://www.fr.clinique-essalama.tn;;;;;;;;;;;1;1;;;;;;;;;;;
clinique-errayhane;"CLINIQUE ERRAYHANE";publish;"<h2 class=""y4vuei-3 cBtaUV"">CLINIQUE ERRAYHANE</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;sfax-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"Route menzel Chaker km 0.53000   Sfax  Tunisie ";0.00021559566818869;0.00025152827955347;;"+216 74404404";;;;1;http://www.errayhaneclinic.com;;;;;;;;;;;1;1;;;;;;;;;;;
clinique-erriadh;"CLINIQUE ERRIADH";publish;"<h2 class=""y4vuei-3 cBtaUV"">CLINIQUE ERRIADH</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;sfax-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"Route de Mahdia Km 1 53002   Sfax  Tunisie ";0.00024254512671227;7.1865222729562E-5;;"+216 74236678, 74440440";;;;1;http://www.polyclinique-erriadh.com;;;;;;;;;;;1;;;;;;;;;;;;
clinique-meignie;"CLINIQUE MEIGNIE";publish;"<h2 class=""y4vuei-3 cBtaUV"">CLINIQUE MEIGNIE</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;sfax-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"32 Avenue Habib Bougatfa3002   Sfax  Tunisie ";0.00026051143239466;0.00020661251534749;;"+216 74235220";;;;1;http://www.polycliniquemeignie.tn;;;;;;;;;;;1;1;;;;;;;;;;;
polyclinique-meignie;"POLYCLINIQUE MEIGNIE";publish;"<h2 class=""y4vuei-3 cBtaUV"">POLYCLINIQUE MEIGNIE</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;sfax-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"Route de Mahdia Km 1.53000   Sfax  Tunisie ";0.00014373044545912;4.4915764205976E-5;;"+216 74235220";;;;1;http://www.polycliniquemeignie.com;;;;;;;;;;;1;1;;;;;;;;;;;
clinique-el-bassatine-sfax;"CLINIQUE EL BASSATINE SFAX";publish;"<h2 class=""y4vuei-3 cBtaUV"">CLINIQUE EL BASSATINE SFAX</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;sfax-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"Cité jardin route de Tunis km 13002   Sfax  Tunisie ";7.1865222729562E-5;0.00010779783409434;;"+216 74225466";;;;1;http://www.elbassatine.com.tn;;;;;;;;;;;1;1;;;;;;;;;;;
polyclinique-chems;"POLYCLINIQUE CHEMS";publish;"<h2 class=""y4vuei-3 cBtaUV"">POLYCLINIQUE CHEMS</h2>Clinique Pluridisciplinaire ";;1;0;"2020-10-23 15:00:21";open;open;bigstock-Pharmacy-4885985;hopitaux;sfax-fr|tunisia|tunsia;;https://ghealth.continuousnet.com/wp-content/uploads/80f87da58b4aa37bf32abb14fa77f42e.jpg;"Route de Gremda Km 3 53062   Sfax  Tunisie ";3.5932611364781E-5;0.0001796630568239;;"+216 74217000";;;;1;;;;;;;;;;;;1;;;;;;;;;;;;
